Road Code,From (km),To (km),Depot,EE,CE,Province,Count
B0417,0,12900,Mandan,Point Pedro,Jaffna,Northern Province,
B0418,0,2690,Mandan,Point Pedro,Jaffna,Northern Province,
B0419,0,11990,haldaduwana,Chilaw,Chilaw,North Western Province,
B0419,11990,26620,Walahapitiya,Chilaw,Chilaw,North Western Province,
B0420,0,2820,Jaffna,Jaffna,Jaffna,Northern Province,
B0420,2820,see map,Changani,Jaffna,Jaffna,Northern Province,
B0421,0,12980,Malwala,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0421,12980,46050,Kalawana,Ratnapura,Ratnapura,Sabaragamuwa Province,
B0421,46050,66950,Bellana,Agalawatta,Kalutara,Western Province,
B0422,0,13045,Weerawila,Hambantota,Hambantota,Southern Province,
B0423,0,5090,Maradankadawala,Maradankadawala,Anuradhapura,North Central Province,
B0423,5090,32680,Vijithapura,Maradankadawala,Anuradhapura,North Central Province,
B0423,32680,45030,Beligamuwa,Nalanda,Matale,Central Province,
B0424,0,7370,Town depot (Trincomalee),Trincomalee,Trincomalee,Eastern Province,
B0424,7370,40010,Pudawelkattu,Trincomalee,Trincomalee,Eastern Province,
B0424,40010,55750,Pulmuddai,Trincomalee,Trincomalee,Eastern Province,
B0425,0,7930,Ja-ela,Negambo,Gampaha,Western Province,
B0425,7930,20450,Negambo unit,Negambo,Gampaha,Western Province,
B0426,0,9300,Kaluaggala,Avissawella,Colombo,Western Province,
B0427,0,4920,Balawinna,Embilipitiya,Ratnapura,Sabaragamuwa Province,1.0
B0427,4920,35510,Bodagama,Monaragala,Monaragala,UVA Province,
B0428,0,1780,Paragammana,Kuliyapitiya,Kurunegala,North Western Province,
B0429,0,10800,Malgalla,Hiniduma,Galle,Southern Province,
B0430,0,13030,Minuwangoda,Gampaha,Gampaha,Western Province,
B0430,13030,15080,Madampalla ,Negambo,Gampaha,Western Province,
B0431,0,6740,Gampola,Kadugannawa,Kandy,Central Province,
B0431,6740,20870,Ramboda,Nuwara Eliya,Nuwara Eliya,Central Province,
B0432,0,13835,Kokkawila,Chilaw,Chilaw,North Western Province,10.0
B0433,0,2530,Pilleyardi,Batticaloa,Batticaloa,Eastern Province,
B0434,0,7140,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0435,0,7700,Orugodawatta,Colombo,Colombo,Western Province,
B0436,0,2720,Changani,Jaffna,Jaffna,Northern Province,
B0437,0,4450,Jaffna,Jaffna,Jaffna,Northern Province,
B0437,4450,27440,Changani,Jaffna,Jaffna,Northern Province,
B0438,0,5515,Mandan,Point Pedro,Jaffna,Northern Province,
B0439,0,5280,Samanthurai,Kalmunai,Akkaraipattu,Add.P Akkaraipattu,
B0440,0,16260,Chavalakadi,Kalmunai,Akkaraipattu,Add.P Akkaraipattu,
B0441,0,7035,Velanai,Jaffna,Jaffna,Northern Province,
B0442,0,8050,Vavuniya,Vavuniya,Vavuniya,Northern Province,
B0443,0,1970,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0443,1970,8630,Mirigama,Nittambuwa,Gampaha,Western Province,
B0444,0,2005,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0444,2005,7480,Mirigama,Nittambuwa,Gampaha,Western Province,
B0445,0,17680,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0445,17680,32000,Morawatta,Ruwanwella,Kegalle,Sabaragamuwa Province,
B0446,0,85,Gampaha,Gampaha,Gampaha,Western Province,
B0447,0,3950,Kanniya,Trincomalee,Trincomalee,Eastern Province,
B0448,0,880,Puttalam,Puttalam,Chilaw,North Western Province,
B0449,0,5270,Bandaragama,Kalutara,Kalutara,Western Province,
B0450,0,7770,Tangalle,Tangalle,Hambantota,Southern Province,
B0451,0,1210,Homagama,Avissawella,Colombo,Western Province,
B0452,0,7080,Homagama,Avissawella,Colombo,Western Province,
B0453,0,9335,Nittambuwa,Nittambuwa,Gampaha,Western Province,
B0454,0,36170,Thalgaswala,Hiniduma,Galle,Southern Province,
B0455,0,9750,Kottawa,Hiniduma,Galle,Southern Province,
B0456,0,2500,Warakapola,Kegalle,Kegalle,Sabaragamuwa Province,
B0456,2500,10070,Mirigama,Nittambuwa,Gampaha,Western Province,
B0457,0,12020,Warakapola,Kegalle,Kegalle,Sabaragamuwa Province,
B0457,12020,22080,Morawatta,Ruwanwella,Kegalle,Sabaragamuwa Province,
B0458,0,12160,Bandaragama,Kalutara,Kalutara,Western Province,
