Road Number,Class,Name,From (m),To (m),Length (m),Deport,Deport Code,EE,EE Code,CE,CE Code,Province,Prov Code
B0484,B,Handungamuwa - Hettipola - Hasalaka,0,19410,19410,Gurulupotha,02121,Kundasale,0212,Kandy,021,Central Province,02
B0484,B,Handungamuwa - Hettipola - Hasalaka,19410,43460,24050,Hettipola,02222,Nalanda,0222,Matale,022,Central Province,02
B0485,B,Walasmulla - Katuwana - Middeniya,0,25820,25820,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0486,B,Embilipitiya - Middeniya,0,12160,12160,Embilipitiya,09132,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0486,B,Embilipitiya - Middeniya,12160,14340,2180,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0487,B,"Atugala Road, Kurunegala",0,1600,1600,Kurunegala,06114,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0488,B,Polonnaruwa -  Tambala - Sungawila - Somawathiya,0,41525,41525,Kaduruwela,07211,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0489,B,Roads within President's pavilion Kandy,0,430,430,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0490,B,Atabage - Ulapane Road ,0,7400,7400,Gampola,02131,Kadugannawa,0213,Kandy,021,Central Province,02
B0491,B,Kotmale Dam Crest- Harangala Road,0,3820,3820,Harangala,02321,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0492,B,Kandehandiya - Adikarigama - Randenigala - Loggal Oya,0,3500,3500,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0492,B,Kandehandiya - Adikarigama - Randenigala - Loggal Oya,3500,45170,41670,Keerthibandarapura,02331,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0492,B,Kandehandiya - Adikarigama - Randenigala - Loggal Oya,45170,54710,9540,Mahiyanganaya,08131,Mahiyanganaya,0813,Badulla,081,UVA Province,08
B0493,B,Moragahamula - Victoriya Damtop,0,7885,7885,Udadumbara,02124,Kundasale,0212,Kandy,021,Central Province,02
B0494,B,Victoriya Damtop - Adikarigama,0,2300,2300,Keerthibandarapura,02331,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0495,B,Edandawela - Kahahengama,0,1880,1880,Parakaduwa,09114,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0496,B,Thanamalwila - Hambegamuwa(Thanamalwila - Bodagama),0,5060,5060,Bodagama,08211,Monaragala,0821,Monaragala,082,UVA Province,08
B0497,B,51st Mile post - Ulhitiyawa,0,8630,8630,Mahiyanganaya,08131,Mahiyanganaya,0813,Badulla,081,UVA Province,08
B0498,B,Barrier Junction - Girandura Kotte,0,7170,7170,Mahiyanganaya,08131,Mahiyanganaya,0813,Badulla,081,UVA Province,08
B0499,B,Kirinda - Palatupana - Yala,0,12520,12520,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0500,B,Tissa - Akurugoda,0,1060,1060,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0501,B,Andarawewa - Balaluwewa( Jeya Mawatha ),0,9990,9990,Sinharagama,07113,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0501,B,Andarawewa - Balaluwewa( Jeya Mawatha ),9990,28405,18415,Thalawa,07114,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0501,B,Andarawewa - Balaluwewa( Jeya Mawatha ),28405,50865,22460,Vijithapura,07133,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0502,B,Manampitiya - Aralaganwila - Maduru oya,0,32870,32870,Manampitiya,07212,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0503,B,Makandura - Badalgama,0,2330,2330,Metiyagane,06133,Kuliyapitiya,0613,Kurunegala,061,North Western Province,06
B0503,B,Makandura - Badalgama,2330,4600,2270,Madampalla,01222,Negambo,0122,Gampaha,012,Western Province,01
B0504,B,Maharagama - Pamunuwa - Thalapathpitiya,0,2330,2330,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0505,B,Phala Eriyagama - Penideniya,0,860,860,Kadugannawa,02132,Kadugannawa,0213,Kandy,021,Central Province,02
B0506,B,Nawalapitiya - Harangala,0,8830,8830,Harangala,02321,Norwood,0232,Nuwara Eliya,023,Central Province,02
B0507,B,Rendapola - Ambewela,0,8010,8010,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0508,B,Welimade - Borelanda - Ohiya - Horton Plains ,0,31420,31420,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0509,B,Kuttampokuna - Galpalama,0,2950,2950,Mankadawala,07111,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0510,B,Kesbewa - Kosgashandiya,0,1400,1400,Kesbewa,01124,Avissawella,0112,Colombo,011,Western Province,01
B0511,B,Keerthibandrapura - Naranthalawa,0,4040,4040,Keerthibandarapura,02331,Hanguranketa,0233,Nuwara Eliya,023,Central Province,02
B0512,B,Blackpool Ambewela Pattipola Horton Plains,0,26950,26950,Bambarakale,02311,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0513,B,Kumbukkana Okkampitiya maligawila,0,14900,14900,Pelwatta,08212,Monaragala,0821,Monaragala,082,UVA Province,08
B0515,B,Road Parallel to halpanu Ela,0,1100,1100,Mankadawala,07111,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0516,B,Etalai - Talawila (Jubily Mawatha),0,4200,4200,Palawi,06225,Puttalam,0622,Chilaw,062,North Western Province,06
B0517,B,Dehiattakandiya - Aralaganwila,0,8100,8100,Dehiatthakandiya,10121,Dehiatthakandiya,1012,Ampara,101,Add.P Akkaraipattu,10
B0517,B,Dehiattakandiya - Aralaganwila,8100,20780,12680,Siripura,07213,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0518,B,Sangaraja Mawatha - Kandy,0,1746,1746,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0519,B,Yatinuwara Veediya - Kandy,0,680,680,Gatambe,02112,Kandy,0211,Kandy,021,Central Province,02
B0520,B,Kande Veediya - Kandy,0,128,128,Gatambe,02112,Kandy,0211,Kandy,021,Central Province,02
B0521,B,Mosque Road - Kandy,0,400,400,Gatambe,02112,Kandy,0211,Kandy,021,Central Province,02
B0522,B,Buttala - Helagama - Okkampitiya,0,8890,8890,Pelwatta,08212,Monaragala,0821,Monaragala,082,UVA Province,08
B0523,B,Elpitiya By Pass,0,580,580,Thalgaswala,03121,Hiniduma,0312,Galle,031,Southern Province,03
B0524,B,Beach Road Matara( Matara By Pass),0,2400,2400,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0525,B,Dikwella - Wewurukannala,0,1870,1870,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0526,B,Baddegama - Halpatota,0,1460,1460,Baddegama,03111,Galle,0311,Galle,031,Southern Province,03
B0527,B,Bibile - Pitakumbura - Namal Oya - Inginiyagala,0,49740,49740,Bibile,08221,Bibile,0822,Monaragala,082,UVA Province,08
B0527,B,Bibile - Pitakumbura - Namal Oya - Inginiyagala,49740,59970,10230,Ampara,10111,Ampara,1011,Ampara,101,Add.P Akkaraipattu,10
B0528,B,Bodagma - Hambegamuwa - Kaltota,0,40100,40100,Bodagama,08211,Monaragala,0821,Monaragala,082,UVA Province,08
B0528,B,Bodagma - Hambegamuwa - Kaltota,40100,45130,5030,Molamure,09123,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0529,B,Polonnaruwa - New Town Road,0,3370,3370,Kaduruwela,07211,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0530,B,Udahamulla - Thalapathpitiya,0,2050,2050,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0531,B,Parliament Drive,0,718,718,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0532,B,Approach Road to Sri Jayawardenepura Parliament,0,430,430,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0533,B,Pelawatta Access Road,0,864,864,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0534,B,Nawala - Pagoda Link Road,0,260,260,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0535,B,Nilwala By pass ,0,1830,1830,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0536,B,Kamburupitiya - Kirinda,0,8950,8950,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0537,B,Barigama - Halloluwa,0,5690,5690,Aladeniya,02111,Kandy,0211,Kandy,021,Central Province,02
B0538,B,Kahatagasdigiliya - Rathmalgahaweewa - Kivulekade,0,7980,7980,Kahatagasdigiliya,07122,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0538,B,Kahatagasdigiliya - Rathmalgahaweewa - Kivulekade,7980,24270,16290,Kebithigollewa,07123,Medawachchiya,0712,Anuradhapura,071,North Central Province,07
B0539,B,Nelundeniya - Alawwa,0,7795,7795,Abanpitiya,09211,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0540,B,Nelundeniya - Tuntota - Galapitamada,0,7075,7075,Abanpitiya,09211,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0540,B,Nelundeniya - Tuntota - Galapitamada,7075,13320,6245,Warakapola,09216,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0541,B,Thampalakamam - Kinniya,0,7970,7970,Thamealaegamam,05220,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0541,B,Thampalakamam - Kinniya,7970,14920,6950,Chinabay,05212,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0542,B,Lady Manning Drive,0,1140,1140,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0543,B,Liyods Avenu,0,430,430,Pilleyardi,05112,Batticaloa,0511,Batticaloa,051,Eastern Province,05
B0544,B,Moragolla - Bellana,0,9860,9860,Bellana,01321,Agalawatta,0132,Kalutara,013,Western Province,01
B0545,B,"Approach Road to National Food Stores, Rathmalana(Kaldemulla Rd)",0,1370,1370,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0546,B,New Nuga Road,0,1140,1140,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0547,B,Kawdana Attidiya,0,2500,2500,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0548,B,Ranna Angunakolapelessa Vatiya,0,16135,16135,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0549,B,Embilipitiya - Moraketiya - Kiriibbanara - Uda Mauara,0,5700,5700,Embilipitiya,09132,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0549,B,Embilipitiya - Moraketiya - Kiriibbanara - Uda Mauara,5700,16860,11160,Bodagama,08211,Monaragala,0821,Monaragala,082,UVA Province,08
B0550,B,Dharmashoka Mawatha,0,2580,2580,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0551,B,Luvi Peris Mawatha,0,820,820,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0552,B,Polonnaruwa - Hingurakgoda ,0,6170,6170,Kaduruwela,07211,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0552,B,Polonnaruwa - Hingurakgoda ,6170,12800,6630,Minneriya,07223,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0553,B,Old Kesbewa Road,0,170,170,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0553,B,Old Kesbewa Road,170,820,650,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
B0554,B,Ragama Karagahamuna  (Ragama to Thewattha section),0,2470,2470,Ja-ela,01221,Negambo,0122,Gampaha,012,Western Province,01
B0555,B,Access road to Getabaru Temple,0,1600,1600,Porupitiya,03223,Deniyaya,0322,Matara,032,Southern Province,03
B0556,B,Madatugama Pubbogama Andiyagala,0,8000,8000,Maradankadawala,07132,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0556,B,Madatugama Pubbogama Andiyagala,8000,13260,5260,Vijithapura,07133,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0557,B,Circular Road - Devinuwara,0,560,560,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0558,B,Kosgoda Uragaha Road,0,5940,5940,Karandeniya,03112,Galle,0311,Galle,031,Southern Province,03
B0559,B,Sinhasana Road,0,820,820,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0560,B,"Council Avenue , Dehiwala",0,130,130,Ratmalana,01115,Colombo,0111,Colombo,011,Western Province,01
B0561,B,Dambulla Kandalama,0,860,860,Inamaluwa,02223,Nalanda,0222,Matale,022,Central Province,02
B0562,B,Mirijjawila Sooriyawewa,0,23320,23320,Uda malala,03321,Hambantota,0332,Hambantota,033,Southern Province,03
B0563,B,Sooriyawewa Padalangala,0,8380,8380,Uda malala,03321,Hambantota,0332,Hambantota,033,Southern Province,03
B0563,B,Sooriyawewa Padalangala,8380,12000,3620,Embilipitiya,09132,Embilipitiya,0913,Ratnapura,091,Sabaragamuwa Province,09
B0564,B,Otappuwa Ihalawewa,0,13780,13780,Sinharagama,07113,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0565,B,Walasmulla By Pass,0,360,360,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0566,B,Nakulugamuwa Kudawella Moraketiara ,0,3820,3820,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0567,B,Weligaththa Lunugamwehera,0,23530,23530,Weerawila,03322,Hambantota,0332,Hambantota,033,Southern Province,03
B0568,B,Hurigaswewa Kalankuttioya Siyambalangamuwa ,0,2185,2185,Vijithapura,07133,Maradankadawala,0713,Anuradhapura,071,North Central Province,07
B0569,B,Access to Gampaha Railway Station (Queen Mary's Road),0,800,800,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0570,B,Mudungoda Gampaha (Orutota Road),0,5410,5410,Gampaha,01211,Gampaha,0121,Gampaha,012,Western Province,01
B0571,B,Approach Road to College of Education - Addalaichenai,0,1130,1130,Akkaraipattu,10211,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0572,B,Addalachenai Alankulam,0,9730,9730,Akkaraipattu,10211,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0573,B,Akkaraipattu   Deegavapi Ambalatharu,0,22930,22930,Akkaraipattu,10211,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0574,B,"Flood ProtectionRoad, Akkaraipattu",0,2180,2180,Akkaraipattu,10211,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0575,B,Kulavadi Central Camp ,0,5210,5210,Chavalakadi,10221,Kalmunai,1022,Akkaraipattu,102,Add.P Akkaraipattu,10
B0576,B,By Pass Road to Pallikkudiyiruppu village on Akkaraipattu Varapathanchenai Road,0,1330,1330,Akkaraipattu,10211,Akkaraipattu,1021,Akkaraipattu,102,Add.P Akkaraipattu,10
B0577,B,Belaganwewa Hembarawa Wilgamuwa ,0,6320,6320,Mahiyanganaya,08131,Mahiyanganaya,0813,Badulla,081,UVA Province,08
B0577,B,Belaganwewa Hembarawa Wilgamuwa ,6320,12210,5890,Hettipola,02222,Nalanda,0222,Matale,022,Central Province,02
B0578,B,Dorape Hiyare,0,8240,8240,Nugaduwa,03113,Galle,0311,Galle,031,Southern Province,03
B0579,B,Polonnaruwa - New Town - Kaduruwela (Nidahas Swarna Jayanthoi Mawatha),0,4600,4600,Kaduruwela,07211,Polonnaruwa,0721,Polonnaruwa,072,North Central Province,07
B0580,B,Nikatupitiya Junction to Mapakadawewa Junction,0,8170,8170,Mahiyanganaya,08131,Mahiyanganaya,0813,Badulla,081,UVA Province,08
B0581,B,Welimada By Pass,0,80,80,Mirahawatta,08112,Bandarawela,0811,Badulla,081,UVA Province,08
B0582,B,Gomburuoya - Balapokuna ,0,7940,7940,Ramboda,02312,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0583,B,Mawanella By Pass,0,1800,1800,Molagoda,09214,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0584,B,Lathpandura Molkawa,0,11700,11700,Bellana,01321,Agalawatta,0132,Kalutara,013,Western Province,01
B0585,B,Kaluwamodara Kandevihara ,0,1060,1060,Kalutara,01312,Kalutara,0131,Kalutara,013,Western Province,01
B0586,B,Park Road Matale,0,320,320,Matale,02213,Matale,0221,Matale,022,Central Province,02
B0587,B,Sooriyawewa Hathporuwa Moraketiya ,0,7165,7165,Uda malala,03321,Hambantota,0332,Hambantota,033,Southern Province,03
B0587,B,Sooriyawewa Hathporuwa Moraketiya ,7165,14113,6948,Bodagama,08211,Monaragala,0821,Monaragala,082,UVA Province,08
B0588,B,Dedugala Dolosbage,0,10060,10060,Weekada,09223,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0588,B,Dedugala Dolosbage,10060,12360,2300,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
B0589,B,Hidellana Karapincha (Approach Road to Tea Research Institute -Law Country Region),0,4080,4080,Parakaduwa,09114,Ratnapura,0911,Ratnapura,091,Sabaragamuwa Province,09
B0590,B,Udayagiri Rajamahavihara Road,0,1160,1160,Ampara,10111,Ampara,1011,Ampara,101,Add.P Akkaraipattu,10
B0591,B,Uyanwatta Polgolla Dam ,0,610,610,Malpana,02122,Kundasale,0212,Kandy,021,Central Province,02
B0593,B,Pambahinna Kumbalgama Rajawaka Kapugala,0,7990,7990,Pagal owita,09124,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0593,B,Pambahinna Kumbalgama Rajawaka Kapugala,7990,28420,20430,Molamure,09123,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
B0594,B,Galle Port Access,0,5200,5200,Nugaduwa,03113,Galle,0311,Galle,031,Southern Province,03
B0595,B,Hunnadeniya Rathmale Radampola Walasgala,0,12550,12550,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0596,B,Uswetakeiyawa Epamulla Pamunugama,0,8015,8015,Wattala,01224,Negambo,0122,Gampaha,012,Western Province,01
B0597,B, Kandawala Katunayake,0,4610,4610,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0598,B,Seeduwa Katunayake,0,4000,4000,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
B0599,B,Mabopitiya Degalaeriya,0,3540,3540,Hettimulla,09213,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0600,B,Meepitiya Ekiriyagala Paragammana,0,5080,5080,Dewalegama,09212,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0601,B,Kegalle Siyambalapitiya Dewalegama,0,4390,4390,Dewalegama,09212,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0602,B,Morontota Arandara,0,8190,8190,Abanpitiya,09211,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0603,B,Magmmana Kurupettha Daigala Gurugalla,0,11910,11910,Morawatta,09222,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0604,B,Paragammana Dikella Atugoda Wanduradeniya,0,6975,6975,Hettimulla,09213,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0604,B,Paragammana Dikella Atugoda Wanduradeniya,6975,14450,7475,Abanpitiya,09211,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0605,B,Alawathura Yatapana Kotiyakumbura,0,6300,6300,Weekada,09223,Ruwanwella,0922,Kegalle,092,Sabaragamuwa Province,09
B0606,B,Katuwana - Rukmalpitiya - Hulankanda - Heegoda,0,4660,4660,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0606,B,Katuwana - Rukmalpitiya - Hulankanda - Heegoda,4660,8905,4245,Beragama,03221,Deniyaya,0322,Matara,032,Southern Province,03
B0607,B,Bengamuwa - Molokgamuwa - Galdola,0,5010,5010,Beragama,03221,Deniyaya,0322,Matara,032,Southern Province,03
B0607,B,Bengamuwa - Molokgamuwa - Galdola,5010,9360,4350,Porupitiya,03223,Deniyaya,0322,Matara,032,Southern Province,03
B0608,B,Weera Maddumabandara Mawatha,0,150,150,Tennekumbura,02114,Kandy,0211,Kandy,021,Central Province,02
B0609,B,Hiripitiya - Galtemwewa,0,3200,3200,Kiribamuna,06113,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0609,B,Hiripitiya - Galtemwewa,3200,14830,11630,Koonwewa,06124,Maho,0612,Kurunegala,061,North Western Province,06
B0610,B,Melsiripura - Rambe,0,6150,6150,Kiribamuna,06113,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0610,B,Melsiripura - Rambe,6150,12670,6520,Koonwewa,06124,Maho,0612,Kurunegala,061,North Western Province,06
B0611,B,Thitthawella - Gonagama,0,15200,15200,Kurunegala,06114,Kurunegala,0611,Kurunegala,061,North Western Province,06
B0612,B,Ramboda - Pusulpitiya,0,2380,2380,Ramboda,02312,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0613,B,Kothmale New Town Road,0,1030,1030,Ramboda,02312,Nuwara Eliya,0231,Nuwara Eliya,023,Central Province,02
B0614,B,Battuluoya - Udappuwa - Andimunai ,0,9235,9235,Chilaw,06211,Chilaw,0621,Chilaw,062,North Western Province,06
B0615,B,Dambulla - Bakamuna - Kalagahawela,0,18115,18115,Inamaluwa,02223,Nalanda,0222,Matale,022,Central Province,02
B0615,B,Dambulla - Bakamuna - Kalagahawela,18115,32215,14100,Elahera,07222,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0616,B,Nochchiyagama - Kukulkatuwa,0,19500,19500,Sinharagama,07113,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0617,B,Minneriya - Gal Oya,0,14530,14530,Ambagaswewa,07221,Habarana,0722,Polonnaruwa,072,North Central Province,07
B0618,B,Mollipothana - Soorangal,0,7454,7454,Kanthale,05214,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0618,B,Mollipothana - Soorangal,7454,13985,6531,Thamealaegamam,05220,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0619,B,Sardhapura - Kanniya,0,5165,5165,Kanniya,05213,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0620,B,Kanniya - Illuppaikulam,0,4050,4050,Kanniya,05213,Trincomalee,0521,Trincomalee,052,Eastern Province,05
B0621,B,Atabage - Dunukeulla ,0,7360,7360,Meewathura,02133,Kadugannawa,0213,Kandy,021,Central Province,02
B0622,B,Hungama - Thalawa - Middeniya,0,25300,25300,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0623,B,Medamulana - Gonadeniya - Debokkawa,0,11666,11666,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0624,B,Thalawa - Dambarella - Hingura,0,6575,6575,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0625,B,Ambakolawewa - Morayaya - Gonadeniya,0,4210,4210,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0626,B,Polonmaruwa - Beliatta ,0,6550,6550,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0627,B,Dammulla - Weeraketiya,0,10060,10060,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0628,B,Tangalle - Kadurupokuna - Beliatta,0,8720,8720,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0629,B,Walasmulla - Julampitiya ,0,13120,13120,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0630,B,Beliatta - Kirinda,0,8915,8915,Tangalle,03311,Tangalle,0331,Hambantota,033,Southern Province,03
B0630,B,Beliatta - Kirinda,8915,13850,4935,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0631,B,Hambantota - Gonnoruwa - Meegahajandura,0,29445,29445,Uda malala,03321,Hambantota,0332,Hambantota,033,Southern Province,03
B0632,B,Sapugaskanda Oil Refinery Junction - Biyagama Free Trade Zone (Samurdhi Mawatha),0,6780,6780,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
B0633,B,Access Road to Ja-Ela Interchange,0,2505,2505,Ja-ela,01221,Negambo,0122,Gampaha,012,Western Province,01
B0634,B,Access Road to Peliyagoda Interchange,0,1910,1910,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0635,B,Access Road to Matara,0,1285,1285,Welewatta,03211,Matara,0321,Matara,032,Southern Province,03
B0636,B,Akuressa By pass,0,1750,1750,Indikatudeniya,03222,Deniyaya,0322,Matara,032,Southern Province,03
B0637,B,Pelena-Polwatta-Denipitiya,0,2100,2100,Weligama,03212,Matara,0321,Matara,032,Southern Province,03
B0638,B,Sri Maha Bodhi Access ,0,3000,3000,Thisa Wewa,07115,Anuradhapura,0711,Anuradhapura,071,North Central Province,07
B0639,B,Piliyandala By Pass,0,2850,2850,Kesbewa,01124,Avissawella,0112,Colombo,011,Western Province,01
B0640,B,Nainamadama-Iranawila-Chilaw,0,12360,12360,Haldaduwana,06212,Chilaw,0621,Chilaw,062,North Western Province,06
B0640,B,Nainamadama-Iranawila-Chilaw,12360,21920,9560,Walahapitiya,06214,Chilaw,0621,Chilaw,062,North Western Province,06
B0640,B,Nainamadama-Iranawila-Chilaw,21920,31630,9710,Chilaw,06211,Chilaw,0621,Chilaw,062,North Western Province,06
B0641,B,Kadawatha By pass,0,1664,1664,Kadawatha,01212,Gampaha,0121,Gampaha,012,Western Province,01
B0642,B,"Access road to Defence Headquarters Pelawatta (From Denzil Kobbekaduwa Mawatha, Koswatta to Defence Headquarters Pelawatta)",0,1260,1260,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0643,B,Kegalle Bypass,0,4370,4370,Dewalegama,09212,Kegalle,0921,Kegalle,092,Sabaragamuwa Province,09
B0644,B,Kelanimulla-Angoda-Koswatta,0,3255,3255,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
B0644,B,Kelanimulla-Angoda-Koswatta,3255,4545,1290,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
B0645,B,Pelawatta-Akuregoda-Pothuarawa,0,4100,4100,Nawala,01113,Colombo,0111,Colombo,011,Western Province,01
K0001,K,Ampara - Inginiyagala,0,21659,21659,Ampara,10111,Ampara,1011,Ampara,101,Add.P Akkaraipattu,10
K0003,K,Approach rd to gampola bridge,0,490,490,Ulapane,02134,Kadugannawa,0213,Kandy,021,Central Province,02
K0004,K,Approach Road to Kaduwela Bridge,0,180,180,Kaduwela,01111,Colombo,0111,Colombo,011,Western Province,01
K0004,K,Approach Road to Kaduwela Bridge,180,780,600,Pattiwila,01214,Gampaha,0121,Gampaha,012,Western Province,01
K0005,K,Approach Road to Sri Jayewardenepura Hospital,0,2460,2460,Navinna,01112,Colombo,0111,Colombo,011,Western Province,01
K0006,K,Avissawella Town Road,0,70,70,Kaluaggala,01123,Avissawella,0112,Colombo,011,Western Province,01
K0007,K,Balangoda By Pass,0,1130,1130,Horaketiya,09121,Pelmadulla,0912,Ratnapura,091,Sabaragamuwa Province,09
K0008,K,Bandarawela By Pass,0,450,450,Ella,08111,Bandarawela,0811,Badulla,081,UVA Province,08
K0009,K,Canada Friend-ship Road,0,1830,1830,Negambo unit,01223,Negambo,0122,Gampaha,012,Western Province,01
K0010,K,Colombo - Hanwella Low Level Road,0,270,270,CMC,01110,Colombo,0111,Colombo,011,Western Province,01
K0010,K,Colombo - Hanwella Low Level Road,270,8600,8330,Orugodawatta,01114,Colombo,0111,Colombo,011,Western Province,01
K0010,K,Colombo - Hanwella Low Level Road,8600,20550,11950,Kaduwela,01111,Colombo,0111,Colombo,011,Western Province,01
